,Unnamed: 0,Position,Track.Name,Artist,Streams,URL,Date,Region,Danceability,Duration,Instrumentalness,Speechiness,Tempo
39,771662,40,iSpy (feat. Lil Yachty),KYLE,349836,2EEeOnHehOozLq4aS0n6SL,2017-01-01,us,0.746,253107.0,0.0,0.289,75.016
40,771663,41,Cheap Thrills,Sia,345244,27SdWb2rFzO6GWiYDBTD9j,2017-01-01,us,0.628,211667.0,0.00143,0.105,89.976
41,771664,42,Needed Me,Rihanna,342524,1Tt4sE4pXi57mTD1GCzsqm,2017-01-01,us,0.671,191600.0,0.0,0.244,110.898
42,771665,43,Cold Water (feat. Justin Bieber & MØ),Major Lazer,342437,6DNtNfH8hXkqOX1sjqmI7p,2017-01-01,us,0.608,185352.0,0.0,0.0432,92.943
43,771666,44,Panda,Desiigner,332310,5OOkp4U9P9oL23maHFHL1h,2017-01-01,us,0.576,246761.0,1.68e-06,0.449,144.833
44,771667,45,Scars To Your Beautiful,Alessia Cara,331379,0prNGof3XqfTvNDxHonvdK,2017-01-01,us,0.573,230227.0,0.0,0.129,97.085
45,771668,46,Mercy,Shawn Mendes,323626,4TZy1wLyHec06pwgFYDh1a,2017-01-01,us,0.469,208733.0,0.0,0.117,147.734
46,771669,47,Neighbors,J. Cole,317884,0utlOiJy2weVl9WTkcEWHy,2017-01-01,us,0.898,216520.0,0.000383,0.356,138.97
47,771670,48,Work,Rihanna,316050,14WWzenpaEgQZlqPq2nk4v,2017-01-01,us,0.725,219320.0,0.0,0.0946,91.974
48,771671,49,Call On Me - Ryan Riback Extended Remix,Starley,313819,78rIJddV4X0HkNAInEcYde,2017-01-01,us,0.67,222041.0,0.000611,0.0362,104.998
49,771672,50,Swang,Rae Sremmurd,308264,6mapJIPnQ23RTAevUoE0DL,2017-01-01,us,0.681,208120.0,9.82e-06,0.0581,139.992
50,771673,51,Six Feet Under,The Weeknd,307482,4mU5iXHeLgbR94siF7p1sY,2017-01-01,us,0.772,237573.0,0.0,0.0761,140.035
51,771674,52,"How Far I'll Go - From ""Moana""",Alessia Cara,305401,5hYTyyh2odQKphUbMqc5gN,2017-01-01,us,0.314,175517.0,0.000108,0.37,179.666
52,771675,53,Send My Love (To Your New Lover),Adele,302383,4BHzQ9C00ceJxfG16AlNWb,2017-01-01,us,0.69,223080.0,3.16e-06,0.103,164.023
53,771676,54,Love Me Now,John Legend,301472,6nxQdXa1uAL0rY72wPZu89,2017-01-01,us,0.488,210293.0,0.0,0.0865,123.889
54,771677,55,Love Yourself,Justin Bieber,300179,3hB5DgAiMAQ4DzYbsMq1IT,2017-01-01,us,0.609,233720.0,0.0,0.438,100.418
55,771678,56,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,299010,1lItf5ZXJc1by9SbPeljFd,2017-01-01,us,0.807,144244.0,0.0,0.275,160.517
56,771679,57,Jumpman,Drake,297396,27GmP9AWRs744SzKcpJsTZ,2017-01-01,us,0.852,205879.0,0.0,0.187,142.072
57,771680,58,Sidewalks,The Weeknd,295550,4h90qkbnW1Qq6pBhoPvwko,2017-01-01,us,0.542,231360.0,0.0,0.0625,149.831
58,771681,59,I Want You Back,The Jackson 5,284664,3b0EOvScbZUc0qJx0E1L2z,2017-01-01,us,0.639,176333.0,9.68e-05,0.0394,98.359
59,771682,60,Cake By The Ocean,DNCE,282236,2aFiaMXmWsM3Vj72F9ksBl,2017-01-01,us,0.774,219147.0,0.0,0.0518,118.997
60,771683,61,Low Life,Future,278813,7EiZI6JVHllARrX9PUvAdX,2017-01-01,us,0.722,313547.0,0.283,0.0725,143.974
61,771684,62,goosebumps,Travis Scott,276401,6gBFPUFcJLzWGx4lenP6h2,2017-01-01,us,0.841,243837.0,0.0,0.0484,130.049
62,771685,63,Redbone,Childish Gambino,272870,3kxfsdsCpFgN412fpnW85Y,2017-01-01,us,0.745,326933.0,0.00943,0.0941,160.033
63,771686,64,Just Hold On,Steve Aoki,272841,3EmmCZoqpWOTY1g2GBwJoR,2017-01-01,us,0.647,198774.0,1.5e-06,0.0824,114.991
64,771687,65,Billie Jean,Michael Jackson,269981,5ChkMS8OtdzJeqyybCc9R5,2017-01-01,us,0.92,293827.0,0.0158,0.0401,117.046
65,771688,66,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,265739,5knuzwU65gJK7IF5yJsuaW,2017-01-01,us,0.72,251088.0,0.0,0.0523,101.965
66,771689,67,Immortal,J. Cole,264865,6AGON2BGdPmPMJGiiNuuwl,2017-01-01,us,0.744,201667.0,2.73e-06,0.309,92.039
67,771690,68,Ride,Twenty One Pilots,264707,2Z8WuEywRWYTKe1NybPQEW,2017-01-01,us,0.645,214507.0,0.0,0.0393,74.989
68,771691,69,Ain't No Mountain High Enough,Marvin Gaye,260834,2H3ZUSE54pST4ubRd5FzFR,2017-01-01,us,0.669,151667.0,0.0,0.033,130.037
69,771692,70,Money Longer,Lil Uzi Vert,259985,0B8QzDH7YWih85V5SEMnyJ,2017-01-01,us,0.795,198944.0,0.0,0.142,136.173
70,771693,71,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,258637,4dASQiO1Eoo3RJvt74FtXB,2017-01-01,us,0.502,243491.0,0.0,0.317,169.021
71,771694,72,No Role Modelz,J. Cole,253285,62vpWI1CHwFy7tMIcSStl8,2017-01-01,us,0.696,292987.0,0.0,0.332,100.0
72,771695,73,Used to This,Future,249166,78sr3ogs4UzITcCNbXM9cM,2017-01-01,us,0.618,180520.0,0.0,0.208,164.992
73,771696,74,Chantaje,Shakira,244295,6mICuAdrwEjh6Y6lroV2Kg,2017-01-01,us,0.852,195840.0,3.05e-05,0.0776,102.034
74,771697,75,Pumped Up Kicks,Foster The People,242742,7w87IxuO7BDcJ3YUqCyMTT,2017-01-01,us,0.733,239600.0,0.115,0.0292,127.975
75,771698,76,Some Kind Of Drug,G-Eazy,236873,1Bqxj0aH5KewYHKUg1IdrF,2017-01-01,us,0.586,222467.0,0.0,0.498,126.51
76,771699,77,Too Much Sauce,DJ Esco,235274,5oyUurs28XRagLa8lgm6V3,2017-01-01,us,0.96,223093.0,0.0,0.0786,121.01
77,771700,78,Now and Later,Sage The Gemini,233690,08WPvDEsHvTFuB9w8tC2OS,2017-01-01,us,0.781,193181.0,0.0,0.188,107.059
78,771701,79,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,233185,17Fd6Yb7mSbinKG8LoWfFl,2017-01-01,us,0.663,197933.0,7.68e-06,0.112,101.965
79,771702,80,"Happy - From ""Despicable Me 2""",Pharrell Williams,233169,5b88tNINg4Q4nrRbrCXUmg,2017-01-01,us,0.647,232720.0,0.0,0.183,160.019
80,771703,81,Reminder,The Weeknd,232197,37F0uwRSrdzkBiuj0D5UHI,2017-01-01,us,0.705,218880.0,0.0,0.192,160.043
81,771704,82,All Time Low,Jon Bellion,231839,1CnPYaKxTVb4LWOtiGOm0m,2017-01-01,us,0.617,217603.0,0.0,0.0828,90.246
82,771705,83,One Night,Lil Yachty,227622,40yJGQyEaBbIkXpwMFkXip,2017-01-01,us,0.764,243270.0,0.0,0.114,129.974
83,771706,84,Paper Planes,M.I.A.,227569,1kusepF3AacIEtUTYrw4GV,2017-01-01,us,0.447,203760.0,7.45e-05,0.222,172.247
84,771707,85,Stressed Out,Twenty One Pilots,227187,3CRDbSIZ4r5MsZ0YwxuEkn,2017-01-01,us,0.734,202333.0,2.29e-05,0.141,169.977
85,771708,86,Titanium (feat. Sia),David Guetta,226512,2dOTkLZFbpNXrhc24CnTFd,2017-01-01,us,0.604,245040.0,0.15,0.103,126.062
86,771709,87,Bohemian Rhapsody - Remastered 2011,Queen,223789,1AhDOtG9vPSOmsWgNW0BEY,2017-01-01,us,0.414,354320.0,0.0,0.0499,71.105
87,771710,88,White Iverson,Post Malone,221512,6eT7xZZlB2mwyzJ2sUKG6w,2017-01-01,us,0.675,256533.0,0.0,0.0352,130.098
88,771711,89,All Night,The Vamps,220922,4b4KcovePX8Ke2cLIQTLM0,2017-01-01,us,0.544,197640.0,0.0,0.0363,145.017
89,771712,90,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,219337,2wDjpPW3HZdA9quPPmZAMu,2017-01-01,us,0.42,215670.0,0.0,0.22,156.104
90,771713,91,"Me, Myself & I",G-Eazy,217132,40YcuQysJ0KlGQTeGUosTC,2017-01-01,us,0.757,251467.0,0.0,0.0955,111.996
91,771714,92,"i hate u, i love u (feat. olivia o'brien)",gnash,216032,7vRriwrloYVaoAe3a9wJHe,2017-01-01,us,0.492,251034.0,0.0,0.3,92.6
92,771715,93,Too Many Years,Kodak Black,215772,0BU7nIcCZxYSE0hYcc5oZz,2017-01-01,us,0.665,196336.0,0.0,0.0958,147.067
93,771716,94,Love On The Brain,Rihanna,215035,2aksifNn5ph8igDOkPBA02,2017-01-01,us,0.509,224000.0,1.08e-05,0.0471,172.006
94,771717,95,Change,J. Cole,214737,3pjUyVbFmM96tYhSaKJwTt,2017-01-01,us,0.74,331480.0,0.00142,0.233,97.063
95,771718,96,Don't,Bryson Tiller,213378,3pXF1nA74528Edde4of9CC,2017-01-01,us,0.765,198293.0,0.0,0.196,97.001
96,771719,97,Water,Ugly God,210924,6HEIBHUirx1J0JkUD24szt,2017-01-01,us,0.8,139674.0,0.000111,0.407,140.051
97,771720,98,Rich Girl,Daryl Hall & John Oates,210173,0qRR9d89hIS0MHRkQ0ejxX,2017-01-01,us,0.573,142787.0,0.0,0.176,169.519
98,771721,99,Erase Your Social,Lil Uzi Vert,208263,4uhvMW7ly7tJil31YYscAN,2017-01-01,us,0.705,199993.0,0.0,0.0729,140.058
99,771722,100,Never Be Like You,Flume,207102,12REd1n8PeiHHWOh066tpr,2017-01-01,us,0.494,233337.0,0.0,0.0565,119.247
100,771723,101,The Mack,Nevada,206028,7aV2mflaASUmGhCErm7kBO,2017-01-01,us,0.707,167038.0,0.0,0.0602,106.031
101,771724,102,Gold,Kiiara,205831,6WhzFzROw3aq3rPWjgYlxr,2017-01-01,us,0.6,225882.0,0.0025,0.344,113.049
102,771725,103,Exchange,Bryson Tiller,205357,43PuMrRfbyyuz4QpZ3oAwN,2017-01-01,us,0.53,194613.0,0.0,0.185,160.14
103,771726,104,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,205345,3bidbhpOYeV4knp8AIu8Xn,2017-01-01,us,0.641,258343.0,0.0,0.0786,146.078
104,771727,105,You Make My Dreams - Remastered,Daryl Hall & John Oates,204880,4o6BgsqLIBViaGVbx5rbRk,2017-01-01,us,0.751,190627.0,0.112,0.0552,167.058
105,771728,106,Die For You,The Weeknd,203645,2LBqCSwhJGcFQeTHMVGwy3,2017-01-01,us,0.586,260253.0,0.0,0.0615,133.629
106,771729,107,Selfish,PnB Rock,201991,2xbI8Vmyv3TkpTdywpPyNw,2017-01-01,us,0.638,245604.0,0.0,0.0438,101.981
107,771730,108,Weak,AJR,200498,3E2Zh20GDCR9B1EYjfXWyv,2017-01-01,us,0.673,201160.0,0.0,0.0429,123.98
108,771731,109,Come and See Me (feat. Drake),PARTYNEXTDOOR,200095,1wZqJM5FGDEl3FjHDxDyQd,2017-01-01,us,0.717,235477.0,2.43e-06,0.0636,84.987
109,771732,110,Twist And Shout - Remastered 2009,The Beatles,198226,4Z1fbYp0HuxLBje4MOZcSD,2017-01-01,us,0.482,155227.0,7.74e-06,0.0452,124.631
110,771733,111,Make Me (Cry),Noah Cyrus,196528,2BrzlUj1u1CtvaJDGIKpsP,2017-01-01,us,0.588,242081.0,0.00146,0.0577,152.881
111,771734,112,No Flockin,Kodak Black,196193,34oWbFBfGEElvgO0a5c9V4,2017-01-01,us,0.943,165291.0,0.0,0.191,117.532
112,771735,113,Father Stretch My Hands Pt. 1,Kanye West,195965,4KW1lqgSr8TKrvBII0Brf8,2017-01-01,us,0.724,135920.0,0.0,0.0549,113.088
113,771736,114,We Are Young (feat. Janelle Monáe) - feat. Janelle Monae,fun.,194870,5rgy6ghBq1eRApCkeUdJXf,2017-01-01,us,0.378,250627.0,7.66e-05,0.075,184.086
114,771737,115,Respect,Aretha Franklin,194667,7s25THrKz86DM225dOYwnr,2017-01-01,us,0.805,147600.0,2.2e-05,0.041,114.95
115,771738,116,Litty (feat. Tory Lanez),Meek Mill,194516,5J5PXmMdQ2nh1lZOal8KmK,2017-01-01,us,0.592,280615.0,0.0,0.0858,129.501
116,771739,117,Congratulations,Post Malone,192751,3a1lNhkSLSkpJE4MSHpDu9,2017-01-01,us,0.63,220293.0,0.0,0.0363,123.146
117,771740,118,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,189619,68EMU2RD1ECNeOeJ5qAXCV,2017-01-01,us,0.728,217707.0,0.0,0.134,100.017
118,771741,119,Superstition - Single Version,Stevie Wonder,189573,5lXcSvHRVjQJ3LB2rLKQog,2017-01-01,us,0.65,239120.0,0.00403,0.085,100.541
119,771742,120,Sorry,Justin Bieber,186703,69bp2EbF7Q2rqc5N3ylezZ,2017-01-01,us,0.654,200787.0,0.0,0.045,99.945
120,771743,121,Uber Everywhere,MadeinTYO,186602,7zBPzAjKAqQpcv8F8GCq5s,2017-01-01,us,0.779,153429.0,0.0,0.28,140.181
121,771744,122,Pop Style,Drake,184790,1WRy5l3TwrwlzNmB5bOeKw,2017-01-01,us,0.724,212947.0,2.41e-06,0.127,133.051
122,771745,123,Sunset Lover,Petit Biscuit,184278,0hNduWmlWmEmuwEFcYvRu1,2017-01-01,us,0.783,237793.0,0.809,0.0503,90.838
123,771746,124,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,183966,3M5eeHXgG4VplKNcsBC8Dj,2017-01-01,us,0.67,160500.0,0.0,0.0323,108.826
124,771747,125,You Can Call Me Al,Paul Simon,183669,0qxYx4F3vm1AOnfux6dDxP,2017-01-01,us,0.776,280000.0,0.0065,0.0535,128.433
125,771748,126,Moves,Big Sean,183502,0Fv5N0cHBsl4bzCbollCAS,2017-01-01,us,0.812,142907.0,0.0,0.257,75.524
126,771749,127,That's What I Like,Bruno Mars,183494,0KKkJNfGyhkQ5aFogxQAPU,2017-01-01,us,0.853,206693.0,0.0,0.0406,134.066
127,771750,128,The Hills,The Weeknd,183262,25khomWgBVamSdKw7hzm3l,2017-01-01,us,0.356,242253.0,0.0,0.0798,135.553
128,771751,129,Hotline Bling,Drake,183047,2FBUoWkIuQXwayw2RNo5l6,2017-01-01,us,0.903,267067.0,0.000119,0.0587,134.96
129,771752,130,All Time Low,Jon Bellion,182716,5wQRNkb7OhzJoT1P0OZ4Rw,2017-01-01,us,0.672,221333.0,0.0,0.264,90.082
130,771753,131,Roses,The Chainsmokers,182217,6O6M7pJLABmfBRoGZMu76Y,2017-01-01,us,0.716,225800.0,0.00413,0.0466,100.033
131,771754,132,Deja Vu,Post Malone,181649,0H8XeaJunhvpBdBFIYi6Sh,2017-01-01,us,0.62,234213.0,0.0,0.0493,133.935
132,771755,133,Setting Fires,The Chainsmokers,181113,0B8B8cVRFIG1yznoQe7c9s,2017-01-01,us,0.627,247427.0,0.0,0.0376,105.05
133,771756,134,Don't Stop Me Now - Remastered,Queen,179775,5T8EDUDqKcs6OSOwEsfqG7,2017-01-01,us,0.559,209413.0,0.000176,0.17,156.295
134,771757,135,You Shook Me All Night Long,AC/DC,178791,2SiXAy7TuUkycRVbbWDEpo,2017-01-01,us,0.532,210173.0,0.000513,0.0574,127.361
135,771758,136,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,176547,6v3xCVgM73PGb0JIlF264a,2017-01-01,us,0.701,284427.0,0.0125,0.0333,103.559
136,771759,137,Light,San Holo,176446,7zTx8ePYAmPFQuxP3xlXZn,2017-01-01,us,0.57,239853.0,2.49e-06,0.0573,150.088
137,771760,138,P.Y.T. (Pretty Young Thing),Michael Jackson,176354,5lA3pwMkBdd24StM90QrNR,2017-01-01,us,0.888,238733.0,0.000424,0.0404,127.273
138,771761,139,Famous,Kanye West,176291,19a3JfW8BQwqHWUMbcqSx8,2017-01-01,us,0.465,196040.0,0.0,0.117,173.935
139,771762,140,Brown Eyed Girl,Van Morrison,175044,3yrSvpt2l1xhsV9Em88Pul,2017-01-01,us,0.491,183307.0,0.0,0.0376,150.572
140,771763,141,Call Me Maybe,Carly Rae Jepsen,174945,20I6sIOMTCkB6w7ryavxtO,2017-01-01,us,0.783,193400.0,2.28e-06,0.0408,120.021
141,771764,142,Water Under the Bridge,Adele,174085,4vb4mFvYsr2h6enhjJsq9Y,2017-01-01,us,0.596,240427.0,1.54e-05,0.0704,94.982
142,771765,143,Tiimmy Turner,Desiigner,173977,3NJG6vMH1ZsectZkocMEm0,2017-01-01,us,0.602,239853.0,0.0,0.0393,122.803
143,771766,144,My House,Flo Rida,173343,6Knv6wdA0luoMUuuoYi2i1,2017-01-01,us,0.688,192191.0,0.0,0.0499,94.006
144,771767,145,Say It (feat. Tove Lo),Flume,171093,4sQMalN597HdggTu196aL0,2017-01-01,us,0.598,262521.0,3.22e-06,0.0295,74.963
145,771768,146,Purple Lamborghini (with Rick Ross),Skrillex,171058,6JyuJFedEvPmdWQW0PkbGJ,2017-01-01,us,0.457,215510.0,0.0,0.132,147.268
146,771769,147,Secrets,The Weeknd,170453,3DX4Y0egvc0slLcLl31h2p,2017-01-01,us,0.665,265600.0,9.6e-06,0.0533,109.948
147,771770,148,7 Years,Lukas Graham,170245,7129iqBafaphfc3WPCGC0L,2017-01-01,us,0.742,237300.0,0.0,0.0551,119.951
148,771771,149,My Girl,The Temptations,170168,6RrXd9Hph4hYR4bf3dbM6H,2017-01-01,us,0.572,165000.0,0.0,0.0349,104.566
149,771772,150,Feel So Close - Radio Edit,Calvin Harris,169357,7EOYLyD4pP4YJVgoVeKUQ1,2017-01-01,us,0.707,206413.0,0.00703,0.031,127.937
150,771773,151,Antidote,Travis Scott,169297,1wHZx0LgzFHyeIZkUydNXq,2017-01-01,us,0.713,262693.0,0.000148,0.032,131.05
151,771774,152,True Colors,The Weeknd,168726,6i759FCuKx713ZnYjtpQGU,2017-01-01,us,0.616,206027.0,0.0,0.251,76.676
152,771775,153,Gassed Up,Nebu Kiniza,167151,6JjEVlMkfHWMeYavkEYzNO,2017-01-01,us,0.798,193911.0,0.0,0.135,148.88
153,771776,154,Capsize,FRENSHIP,166898,2XMTqoHHSH0lvuXrvIEdco,2017-01-01,us,0.683,237707.0,0.155,0.0305,92.991
154,771777,155,I Would Like,Zara Larsson,166846,4Q4jmPHwu0wrJvqrld0FQ6,2017-01-01,us,0.486,226720.0,0.0,0.0524,121.028
155,771778,156,PILLOWTALK,ZAYN,165974,0PDUDa38GO8lMxLCRc4lL1,2017-01-01,us,0.584,202747.0,0.0,0.0456,124.944
156,771779,157,Ni**as In Paris,JAY Z,165222,2KpCpk6HjXXLb7nnXoXA5O,2017-01-01,us,0.757,219320.0,0.0,0.248,140.047
157,771780,158,Lot to Learn,Luke Christopher,164741,2HzfRSfCogBSsgW2CckVA2,2017-01-01,us,0.422,248387.0,0.0,0.208,82.914
158,771781,159,No Type,Rae Sremmurd,164642,4scpF6J5uMBvoh6sFB7EL1,2017-01-01,us,0.891,200080.0,3.78e-06,0.159,125.01
159,771782,160,Wicked,Future,164503,6BbINUfGabVyiNFJpQXn3x,2017-01-01,us,0.718,173347.0,0.0104,0.0706,157.97
160,771783,161,Black Barbies,Nicki Minaj,163711,3y9cCbnBn0zjkJa2YkOj70,2017-01-01,us,0.809,254080.0,7.24e-05,0.0869,146.024
161,771784,162,Cut It (feat. Young Dolph),O.T. Genasis,163667,376KnY4TrgBITxjlnbnmIy,2017-01-01,us,0.875,222600.0,0.0,0.0932,130.0
162,771785,163,What They Want,Russ,163498,3pndPhlQWjuSoXhcIIdBjv,2017-01-01,us,0.71,165853.0,0.0,0.379,139.553
163,771786,164,Rockin’,The Weeknd,163129,36YCdzT57us0LhDmCYtrNE,2017-01-01,us,0.737,232880.0,0.0,0.206,112.877
164,771787,165,LUV,Tory Lanez,162888,16Ah4QqH4mgYVXqfC4mdSd,2017-01-01,us,0.539,228640.0,0.0,0.252,190.169
165,771788,166,Hymn For The Weekend - Seeb Remix,Coldplay,161981,1OAiWI2oPmglaOiv9fdioU,2017-01-01,us,0.565,212647.0,4.68e-06,0.0517,102.034
166,771789,167,oui,Jeremih,160755,0PJIbOdMs3bd5AT8liULMQ,2017-01-01,us,0.418,238320.0,0.0,0.0964,78.521
167,771790,168,My Way,Calvin Harris,159846,1vvNmPOiUuyCbgWmtc6yfm,2017-01-01,us,0.819,219160.0,3.72e-05,0.0427,119.989
168,771791,169,My Shit,A Boogie Wit da Hoodie,159333,5uQOauh47VFt3B2kV9kRXw,2017-01-01,us,0.812,128157.0,0.0,0.0515,77.998
169,771792,170,Still Here,Drake,158154,433P7tDcIAi6NLnf4Sh6tI,2017-01-01,us,0.833,189853.0,0.0,0.194,133.938
170,771793,171,You & Me,Marc E. Bassy,157927,4QdovcM8j50QPlyR7tH4xe,2017-01-01,us,0.693,218480.0,0.0,0.192,85.026
171,771794,172,Should I Stay or Should I Go - Remastered,The Clash,157705,39shmbIHICJ2Wxnk1fPSdz,2017-01-01,us,0.742,188987.0,0.0,0.115,113.375
172,771795,173,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,157253,40UroIGvsMPLPBYwH8rMNA,2017-01-01,us,0.779,177095.0,1.12e-05,0.0814,104.953
